year,Value,Units,variable_code
2019,"3,Dollars (millions),H19
2019,895,Dollars (millions),H20
2019,202,Dollars (millions),H21
2019,162,Dollars (millions),H22
2019,-504,Dollars (millions),H23
2019,"5,Dollars (millions),H24
2019,"3,Dollars (millions),H25
2019,965,Dollars (millions),H26
2019,231,Dollars (millions),H27
2019,42,Dollars (millions),H28
2019,"1,Dollars (millions),H29
2019,"5,Dollars (millions),H30
2019,"2,Dollars (millions),H31
2019,"2,Dollars (millions),H32
2019,765,Dollars (millions),H33
2019,"339,Dollars,H34
2019,"-32,Dollars,H35
2019,112,Percentage,H36
2019,106,Percentage,H37
2019,-22,Percentage,H39
2019,-9,Percentage,H40
2019,40,Percentage,H41
2019,Financial performance, Internet and Library Services",Dollars (millions)
2019,Financial performance, Internet and Library Services",Dollars (millions)
2019, dividends and donations", Internet and Library Services",Dollars (millions)
2019, grants and subsidies", Internet and Library Services",Dollars (millions)
2019,Financial performance, Internet and Library Services",Dollars (millions)
2019,Financial performance, Internet and Library Services",Dollars (millions)
2019,Financial performance, Internet and Library Services",Dollars (millions)
2019,Financial performance, Internet and Library Services",Dollars (millions)
2019,Financial performance, Internet and Library Services",Dollars (millions)
2019,Financial performance, Internet and Library Services",Dollars (millions)
2019,Financial performance, Internet and Library Services",Dollars (millions)
2019,Financial performance, Internet and Library Services",Dollars (millions)
2019,Financial performance, Internet and Library Services",Dollars (millions)
2019,Financial performance, Internet and Library Services",Dollars (millions)
2019,Financial performance, Internet and Library Services",Dollars (millions)
2019,Financial performance, Internet and Library Services",Dollars (millions)
2019,Financial position, Internet and Library Services",Dollars (millions)
2019,Financial position, Internet and Library Services",Dollars (millions)
2019,Financial position, Internet and Library Services",Dollars (millions)
2019,Financial position, Internet and Library Services",Dollars (millions)
2019,Financial position, Internet and Library Services",Dollars (millions)
2019,Financial position, Internet and Library Services",Dollars (millions)
2019,Financial position, Internet and Library Services",Dollars (millions)
2019,Financial position, Internet and Library Services",Dollars (millions)
2019,Financial position, Internet and Library Services",Dollars (millions)
2019,Financial position, Internet and Library Services",Dollars (millions)
2019,Financial ratios, Internet and Library Services",Dollars
2019,Financial ratios, Internet and Library Services",Dollars
2019,Financial ratios, Internet and Library Services",Percentage
2019,Financial ratios, Internet and Library Services",Percentage
2019,Financial ratios, Internet and Library Services",Percentage
2019,Financial ratios, Internet and Library Services",Percentage
2019,Financial ratios, Internet and Library Services",Percentage
2019,"85,Dollars (millions),H01
2019,"22,Dollars (millions),H04
2019,Financial performance,Dollars (millions),H05
2019,Financial performance,Dollars (millions),H06
2019,"9,Dollars (millions),H07
2019,"50,Dollars (millions),H08
2019,"21,Dollars (millions),H09
2019,116,Dollars (millions),H10
2019,995,Dollars (millions),H11
2019,"6,Dollars (millions),H12
2019,43,Dollars (millions),H13
2019,564,Dollars (millions),H14
2019,"17,Dollars (millions),H19
2019,"4,Dollars (millions),H20
2019,285,Dollars (millions),H21
2019,231,Dollars (millions),H22
2019,"34,Dollars (millions),H23
2019,"1,Dollars (millions),H24
2019,"340,Dollars (millions),H25
2019,"27,Dollars (millions),H26
2019,"6,Dollars (millions),H27
2019,"3,Dollars (millions),H28
2019,"874,Dollars (millions),H29
2019,"1,Dollars (millions),H30
2019,"299,Dollars (millions),H31
2019,"537,Dollars (millions),H32
2019,"405,Dollars (millions),H33
2019,"1,Dollars,H34
2019,"544,Dollars,H35
2019,63,Percentage,H36
2019,63,Percentage,H37
2019,12,Percentage,H39
2019,3,Percentage,H40
2019,24,Percentage,H41
2019,"66,Dollars (millions),H01
2019,"5,Dollars (millions),H04
2019,Financial performance,Dollars (millions),H05
2019,Financial performance,Dollars (millions),H06
2019,"9,Dollars (millions),H07
2019,"34,Dollars (millions),H08
2019,"21,Dollars (millions),H09
2019,C,Dollars (millions),H10
2019,743,Dollars (millions),H11
2019,"3,Dollars (millions),H12
2019,28,Dollars (millions),H13
2019,C,Dollars (millions),H14
2019,"5,Dollars (millions),H19
2019,"3,Dollars (millions),H20
2019,243,Dollars (millions),H21
2019,186,Dollars (millions),H22
2019,"31,Dollars (millions),H23
2019,"1,Dollars (millions),H24
2019,"319,Dollars (millions),H25
2019,"26,Dollars (millions),H26
2019,"6,Dollars (millions),H27
2019,"3,Dollars (millions),H28
2019,"852,Dollars (millions),H29
2019,"1,Dollars (millions),H30
2019,"286,Dollars (millions),H31
2019,"519,Dollars (millions),H32
2019,"393,Dollars (millions),H33
2019,"1,Dollars,H34
2019,"832,Dollars,H35
2019,62,Percentage,H36
2019,62,Percentage,H37
2019,11,Percentage,H39
2019,3,Percentage,H40
2019,24,Percentage,H41
2019,"35,Dollars (millions),H01
2019,"3,Dollars (millions),H04
2019,Financial performance,Dollars (millions),H05
2019,Financial performance,Dollars (millions),H06
2019,"1,Dollars (millions),H07
2019,"25,Dollars (millions),H08
2019,"16,Dollars (millions),H09
2019,C,Dollars (millions),H10
2019,621,Dollars (millions),H11
2019,"2,Dollars (millions),H12
2019,27,Dollars (millions),H13
2019,C,Dollars (millions),H14
2019,"3,Dollars (millions),H19
2019,"2,Dollars (millions),H20
2019,24,Dollars (millions),H21
2019,5,Dollars (millions),H22
2019,"9,Dollars (millions),H23
2019,"805,Dollars (millions),H24
2019,"232,Dollars (millions),H25
2019,"1,Dollars (millions),H26
2019,348,Dollars (millions),H27
2019,50,Dollars (millions),H28
2019,"571,Dollars (millions),H29
2019,"805,Dollars (millions),H30
2019,"54,Dollars (millions),H31
2019,"452,Dollars (millions),H32
2019,"297,Dollars (millions),H33
2019,"1,Dollars,H34
2019,"290,Dollars,H35
2019,51,Percentage,H36
2019,51,Percentage,H37
2019,17,Percentage,H39
2019,1,Percentage,H40
2019,7,Percentage,H41
2019,"31,Dollars (millions),H01
2019,"2,Dollars (millions),H04
2019,Financial performance,Dollars (millions),H05
2019,Financial performance,Dollars (millions),H06
2019,"7,Dollars (millions),H07
2019,"8,Dollars (millions),H08
2019,"4,Dollars (millions),H09
2019,60,Dollars (millions),H10
2019,123,Dollars (millions),H11
2019,371,Dollars (millions),H12
2019,1,Dollars (millions),H13
2019,4,Dollars (millions),H14
2019,"2,Dollars (millions),H19
2019,"1,Dollars (millions),H20
2019,219,Dollars (millions),H21
2019,182,Dollars (millions),H22
2019,"22,Dollars (millions),H23
2019,"393,Dollars (millions),H24
2019,"86,Dollars (millions),H25
2019,"25,Dollars (millions),H26
2019,"5,Dollars (millions),H27
2019,"3,Dollars (millions),H28
2019,"281,Dollars (millions),H29
2019,"393,Dollars (millions),H30
2019,"231,Dollars (millions),H31
2019,"66,Dollars (millions),H32
2019,"95,Dollars (millions),H33
2019,"4,Dollars,H34
2019,"3,Dollars,H35
2019,130,Percentage,H36
2019,130,Percentage,H37
2019,10,Percentage,H39
2019,6,Percentage,H40
2019,59,Percentage,H41
2019,"12,Dollars (millions),H01
2019,"11,Dollars (millions),H04
2019,Financial performance,Dollars (millions),H05
2019,Financial performance,Dollars (millions),H06
2019,567,Dollars (millions),H07
2019,"10,Dollars (millions),H08
2019,8,Dollars (millions),H09
2019,10,Dollars (millions),H10
2019,94,Dollars (millions),H11
2019,845,Dollars (millions),H12
2019,11,Dollars (millions),H13
2019,414,Dollars (millions),H14
2019,"8,Dollars (millions),H19
2019,383,Dollars (millions),H20
2019,0,Dollars (millions),H21
2019,0,Dollars (millions),H22
2019,"1,Dollars (millions),H23
2019,"29,Dollars (millions),H24
2019,"29,Dollars (millions),H30
2019,"8,Dollars (millions),H31
2019,"1,Dollars,H34
2019,"200,Dollars,H35
2019,21,Percentage,H39
2019,6,Percentage,H40
2019,27,Percentage,H41
2019,"5,Dollars (millions),H01
2019,"4,Dollars (millions),H04
2019,Financial performance,Dollars (millions),H05
2019,Financial performance,Dollars (millions),H06
2019,472,Dollars (millions),H07
2019,"4,Dollars (millions),H08
2019,C,Dollars (millions),H09
2019,C,Dollars (millions),H10
2019,13,Dollars (millions),H11
2019,116,Dollars (millions),H12
2019,3,Dollars (millions),H13
2019,294,Dollars (millions),H14
2019,"3,Dollars (millions),H19
2019,363,Dollars (millions),H20
2019,0,Dollars (millions),H21
2019,0,Dollars (millions),H22
2019,682,Dollars (millions),H23
2019,"16,Dollars (millions),H24
2019,"16,Dollars (millions),H30
2019,"4,Dollars (millions),H31
2019,"4,Dollars,H34
2019,"627,Dollars,H35
2019,17,Percentage,H39
2019,4,Percentage,H40
2019,25,Percentage,H41
2019,"6,Dollars (millions),H01
2019,"6,Dollars (millions),H04
2019,Financial performance,Dollars (millions),H05
2019,Financial performance,Dollars (millions),H06
2019,95,Dollars (millions),H07
2019,"5,Dollars (millions),H08
2019,C,Dollars (millions),H09
2019,C,Dollars (millions),H10
2019,81,Dollars (millions),H11
2019,729,Dollars (millions),H12
2019,9,Dollars (millions),H13
2019,120,Dollars (millions),H14
2019,"4,Dollars (millions),H19
2019,20,Dollars (millions),H20
2019,0,Dollars (millions),H21
2019,0,Dollars (millions),H22
2019,"1,Dollars (millions),H23
2019,"13,Dollars (millions),H24
2019,"13,Dollars (millions),H30
2019,"4,Dollars (millions),H31
2019,"929,Dollars,H34
2019,"137,Dollars,H35
2019,25,Percentage,H39
2019,7,Percentage,H40
2019,30,Percentage,H41
2019,"6,Dollars (millions),H01
2019,"6,Dollars (millions),H04
2019,Financial performance,Dollars (millions),H05
2019,Financial performance,Dollars (millions),H06
2019,219,Dollars (millions),H07
2019,"5,Dollars (millions),H08
2019,134,Dollars (millions),H09
2019,C,Dollars (millions),H10
2019,158,Dollars (millions),H11
2019,"2,Dollars (millions),H12
2019,4,Dollars (millions),H13
2019,C,Dollars (millions),H14
2019,"2,Dollars (millions),H19
2019,79,Dollars (millions),H20
2019,42,Dollars (millions),H21
2019,44,Dollars (millions),H22
2019,"1,Dollars (millions),H23
2019,"13,Dollars (millions),H24
2019,"13,Dollars (millions),H30
2019,"4,Dollars (millions),H31
2019,"390,Dollars,H34
2019,"79,Dollars,H35
2019,27,Percentage,H39
2019,10,Percentage,H40
2019,38,Percentage,H41
2019,"6,Dollars (millions),H01
2019,"6,Dollars (millions),H04
2019,Financial performance,Dollars (millions),H05
2019,Financial performance,Dollars (millions),H06
2019,219,Dollars (millions),H07
2019,"5,Dollars (millions),H08
2019,134,Dollars (millions),H09
2019,C,Dollars (millions),H10
2019,158,Dollars (millions),H11
2019,"2,Dollars (millions),H12
2019,4,Dollars (millions),H13
2019,C,Dollars (millions),H14
2019,"2,Dollars (millions),H19
2019,79,Dollars (millions),H20
2019,42,Dollars (millions),H21
2019,44,Dollars (millions),H22
2019,"1,Dollars (millions),H23
2019,"13,Dollars (millions),H24
2019,"13,Dollars (millions),H30
2019,"4,Dollars (millions),H31
2019,"390,Dollars,H34
2019,"79,Dollars,H35
2019,27,Percentage,H39
2019,10,Percentage,H40
2019,38,Percentage,H41
2019,Financial performance, Hiring and Real Estate Services",Dollars (millions)
2019,Financial performance, Hiring and Real Estate Services",Dollars (millions)
2019, dividends and donations", Hiring and Real Estate Services",Dollars (millions)
2019, grants and subsidies", Hiring and Real Estate Services",Dollars (millions)
2019,Financial performance, Hiring and Real Estate Services",Dollars (millions)
2019,Financial performance, Hiring and Real Estate Services",Dollars (millions)
2019,Financial performance, Hiring and Real Estate Services",Dollars (millions)
2019,Financial performance, Hiring and Real Estate Services",Dollars (millions)
2019,Financial performance, Hiring and Real Estate Services",Dollars (millions)
2019,Financial performance, Hiring and Real Estate Services",Dollars (millions)
2019,Financial performance, Hiring and Real Estate Services",Dollars (millions)
2019,Financial performance, Hiring and Real Estate Services",Dollars (millions)
2019,Financial performance, Hiring and Real Estate Services",Dollars (millions)
2019,Financial performance, Hiring and Real Estate Services",Dollars (millions)
2019,Financial performance, Hiring and Real Estate Services",Dollars (millions)
2019,Financial performance, Hiring and Real Estate Services",Dollars (millions)
2019,Financial performance, Hiring and Real Estate Services",Dollars (millions)
2019,Financial position, Hiring and Real Estate Services",Dollars (millions)
2019,Financial position, Hiring and Real Estate Services",Dollars (millions)
2019,Financial position, Hiring and Real Estate Services",Dollars (millions)
2019,Financial position, Hiring and Real Estate Services",Dollars (millions)
2019,Financial position, Hiring and Real Estate Services",Dollars (millions)
2019,Financial position, Hiring and Real Estate Services",Dollars (millions)
2019,Financial position, Hiring and Real Estate Services",Dollars (millions)
2019,Financial position, Hiring and Real Estate Services",Dollars (millions)
2019,Financial position, Hiring and Real Estate Services",Dollars (millions)
2019,Financial position, Hiring and Real Estate Services",Dollars (millions)
2019,Financial ratios, Hiring and Real Estate Services",Dollars
2019,Financial ratios, Hiring and Real Estate Services",Dollars
2019,Financial ratios, Hiring and Real Estate Services",Percentage
2019,Financial ratios, Hiring and Real Estate Services",Percentage
2019,Financial ratios, Hiring and Real Estate Services",Percentage
2019,Financial ratios, Hiring and Real Estate Services",Percentage
2019,Financial ratios, Hiring and Real Estate Services",Percentage
2019,"6,Dollars (millions),H01
2019,"6,Dollars (millions),H04
2019,Financial performance,Dollars (millions),H05
2019,Financial performance,Dollars (millions),H06
2019,165,Dollars (millions),H07
2019,"5,Dollars (millions),H08
2019,368,Dollars (millions),H09
2019,65,Dollars (millions),H10
2019,"1,Dollars (millions),H11
2019,939,Dollars (millions),H12
2019,1,Dollars (millions),H13
2019,1,Dollars (millions),H14
2019,"2,Dollars (millions),H19
2019,130,Dollars (millions),H20
2019,241,Dollars (millions),H21
2019,290,Dollars (millions),H22
2019,"1,Dollars (millions),H23
2019,"24,Dollars (millions),H24
2019,"4,Dollars (millions),H25
2019,"13,Dollars (millions),H26
2019,"4,Dollars (millions),H27
2019,"1,Dollars (millions),H28
2019,"6,Dollars (millions),H29
2019,"24,Dollars (millions),H30
2019,"9,Dollars (millions),H31
2019,"6,Dollars (millions),H32
2019,"8,Dollars (millions),H33
2019,"456,Dollars,H34
2019,"73,Dollars,H35
2019,72,Percentage,H36
2019,68,Percentage,H37
2019,12,Percentage,H39
2019,4,Percentage,H40
2019,37,Percentage,H41
2019,"5,Dollars (millions),H01
2019,"5,Dollars (millions),H04
2019,Financial performance,Dollars (millions),H05
2019,Financial performance,Dollars (millions),H06
2019,122,Dollars (millions),H07
2019,"4,Dollars (millions),H08
2019,331,Dollars (millions),H09
2019,63,Dollars (millions),H10
2019,"1,Dollars (millions),H11
2019,784,Dollars (millions),H12
2019,0,Dollars (millions),H13
2019,0,Dollars (millions),H14
2019,"2,Dollars (millions),H19
2019,108,Dollars (millions),H20
2019,218,Dollars (millions),H21
2019,248,Dollars (millions),H22
2019,713,Dollars (millions),H23
2019,"18,Dollars (millions),H24
